Filename,Author,Gender,Title,Date,URL,URL(text-only)
fpn-eggleston-eggleston.xml,George Cary Eggleston,m,A Rebel's Recollections,1875,http://docsouth.unc.edu/fpn/eggleston/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-eggleston-eggleston.txt
fpn-green-green.xml,Wharton J. Green,m,Recollections and Reflections: An Auto of Half a Century and More,1906,http://docsouth.unc.edu/fpn/green/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-green-green.txt
fpn-harrison-harrison.xml,Burton  Harrison,m,Recollections Grave and Gay,1911,http://docsouth.unc.edu/fpn/harrison/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-harrison-harrison.txt
fpn-kell-kell.xml,John McIntosh Kell,m,"Recollections of a Naval Life: Including the Cruises of the Confederate States Steamers, ""Sumter"" and ""Alabama""",1900,http://docsouth.unc.edu/fpn/kell/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-kell-kell.txt
fpn-morganjames-morgan.xml,James Morris Morgan,m,Recollections of a Rebel Reefer,1917,http://docsouth.unc.edu/fpn/morganjames/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-morganjames-morgan.txt
fpn-gilman-gilman.xml,Caroline Howard Gilman,f,Recollections of a Southern Matron,1838,http://docsouth.unc.edu/fpn/gilman/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-gilman-gilman.txt
fpn-maury-maury.xml,Dabney Herndon Maury,m,"Recollections of a Virginian in the Mexican, Indian, and Civil Wars",1894,http://docsouth.unc.edu/fpn/maury/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-maury-maury.txt
fpn-montgomery-montgom.xml,Frank Alexander Montgomery,m,Reminiscences of a Mississippian in Peace and War,1901,http://docsouth.unc.edu/fpn/montgomery/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-montgomery-montgom.txt
fpn-young-young.xml,Lot D. Young,m,Reminiscences of a Soldier of the Orphan Brigade,1918,http://docsouth.unc.edu/fpn/young/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-young-young.txt
fpn-gordon-gordon.xml,John Brown Gordon,m,Reminiscences of the Civil War,1904,http://docsouth.unc.edu/fpn/gordon/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-gordon-gordon.txt
fpn-mitchel-mitchel.xml,Cora  Mitchel,f,Reminiscences of the Civil War,1916,http://docsouth.unc.edu/fpn/mitchel/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-mitchel-mitchel.txt
fpn-jonescharles-jones.xml,Charles Colcock Jones,m,"The Siege of Savannah in December, 1864, and the Confederate Operations in Georgia and the Third Military District of South Carolina During General Sherman's March from Atlanta to the Sea",1874,http://docsouth.unc.edu/fpn/jonescharles/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-jonescharles-jones.txt
fpn-howard-howard.xml,Wiley C. Howard,m,Sketch of Cobb Legion Cavalry and Some Incidents and Scenes Remembered,1901,http://docsouth.unc.edu/fpn/howard/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-howard-howard.txt
fpn-copley-copley.xml,John M. Copley,m,"A Sketch of the Battle of Franklin, Tenn.; with Reminiscences of Camp Douglas",1893,http://docsouth.unc.edu/fpn/copley/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-copley-copley.txt
fpn-kearney-kearney.xml,Belle  Kearney,f,A Slaveholder's Daughter,1900,http://docsouth.unc.edu/fpn/kearney/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-kearney-kearney.txt
fpn-ripley-ripley.xml,Eliza Moore Chinn McHatten Ripley,f,Social Life in Old New Orleans. Being Recollections of My Girlhood,1912,http://docsouth.unc.edu/fpn/ripley/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ripley-ripley.txt
southlit-pagesocial-page.xml,Thomas Nelson Page,m,Social Life in Old Virginia before the War,1897,http://docsouth.unc.edu/southlit/pagesocial/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/southlit-pagesocial-page.txt
fpn-mckim-mckim.xml,Randolph Harrison McKim,m,A Soldier's Recollections: Leaves from the Diary of a Young Confederate: With an Oration on the Motives and Aims of the Soldiers of the South,1910,http://docsouth.unc.edu/fpn/mckim/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-mckim-mckim.txt
fpn-sherrill-sherrill.xml,Miles O. Sherrill,m,A Soldier's Story: Prison Life and Other Incidents in the War of 1861-'65,1904,http://docsouth.unc.edu/fpn/sherrill/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-sherrill-sherrill.txt
fpn-royall-royall.xml,William Lawrence Royall,m,Some Reminiscences,1909,http://docsouth.unc.edu/fpn/royall/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-royall-royall.txt
fpn-curry-curry.xml,J. L. M. Curry,m,The South in the Olden Time,1901,http://docsouth.unc.edu/fpn/curry/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-curry-curry.txt
fpn-wright-wright.xml,Louise Wigfall Wright,f,A Southern Girl in '61: The War-Time Memories of a Confederate Senator's Daughter,1905,http://docsouth.unc.edu/fpn/wright/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-wright-wright.txt
fpn-plake-plake.xml,Kate  Plake,f,The Southern Husband Outwitted by His Union Wife,1868,http://docsouth.unc.edu/fpn/plake/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-plake-plake.txt
fpn-saxon-saxon.xml,Elizabeth Lyle Saxon,f,A Southern Woman's War Time Reminiscences,1905,http://docsouth.unc.edu/fpn/saxon/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-saxon-saxon.txt
fpn-johnstond-johnston.xml,David E. Johnston,m,The Story of a Confederate Boy in the Civil War,1914,http://docsouth.unc.edu/fpn/johnstond/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-johnstond-johnston.txt
fpn-rankin-rankin.xml,G. C. Rankin,m,The Story of My Life or More Than a Half Century As I Have Lived and Seen It Lived Written by Myself at My Own Suggestion and That of Many Others Who Have Known and Loved Me,1912,http://docsouth.unc.edu/fpn/rankin/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-rankin-rankin.txt
fpn-leigh-leigh.xml,Frances Butler Leigh,m,Ten Years on a Georgia Plantation Since the War,1883,http://docsouth.unc.edu/fpn/leigh/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-leigh-leigh.txt
fpn-bokum-bokum.xml,Hermann  Bokum,m,The Testimony of a Refugee from East Tennessee,1863,http://docsouth.unc.edu/fpn/bokum/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-bokum-bokum.txt
fpn-hughes-hughes.xml,Louis  Hughes,m,Thirty Years a Slave: From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter,1897,http://docsouth.unc.edu/fpn/hughes/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-hughes-hughes.txt
fpn-aughey-aughey.xml,John H. Aughey,m,Tupelo,1905,http://docsouth.unc.edu/fpn/aughey/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-aughey-aughey.txt
fpn-northup-northup.xml,Solomon  Northup,m,"Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853",1853,http://docsouth.unc.edu/fpn/northup/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-northup-northup.txt
fpn-edwards-edwards.xml,William James Edwards,m,Twenty-Five Years in the Black Belt,1918,http://docsouth.unc.edu/fpn/edwards/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-edwards-edwards.txt
fpn-steward-steward.xml,Austin  Steward,m,"Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West",1857,http://docsouth.unc.edu/fpn/steward/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-steward-steward.txt
fpn-houghton-houghton.xml,W. R. Houghton,m,Two Boys in the Civil War and After,1912,http://docsouth.unc.edu/fpn/houghton/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-houghton-houghton.txt
fpn-jervey-jervey.xml,Susan R. Jervey,f,"Two Diaries from Middle St. John's, Berkeley, South Carolina, February-May, 1865",1921,http://docsouth.unc.edu/fpn/jervey/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-jervey-jervey.txt
fpn-washington-washing.xml,Booker T. Washington,m,Up from Slavery: An Autobiography,1901,http://docsouth.unc.edu/fpn/washington/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-washington-washing.txt
fpn-ashby-ashby.xml,Thomas A. Ashby,m,The Valley Campaigns: Being the Reminiscences of a Non-Combatant While Between the Lines in the Shenandoah Valley During the War of the States,1914,http://docsouth.unc.edu/fpn/ashby/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ashby-ashby.txt
fpn-avary-avary.xml,Myrta Lockett Avary,f,"A Virginia Girl in the Civil War, 1861-1865",1903,http://docsouth.unc.edu/fpn/avary/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-avary-avary.txt
fpn-chapter-chapter.xml,"  United Daughters of the Confederacy. J.E.B. Stuart Chapter (Fayetteville, N.C.)",f,"War Days in Fayetteville, North Carolina: Reminiscences of 1861 to 1865",1910,http://docsouth.unc.edu/fpn/chapter/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-chapter-chapter.txt
fpn-zettler-zettler.xml,B. M. Zettler,m,War Stories and School-Day Incidents for the Children,1912,http://docsouth.unc.edu/fpn/zettler/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-zettler-zettler.txt
fpn-andrews-andrews.xml,Eliza Frances Andrews,f,"The War-Time Journal of a Georgia Girl, 1864-1865",1908,http://docsouth.unc.edu/fpn/andrews/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-andrews-andrews.txt
fpn-dimitry-dimitry.xml,Adelaide Stuart Dimitry,f,War-Time Sketches: Historical and Otherwise,1911,http://docsouth.unc.edu/fpn/dimitry/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-dimitry-dimitry.txt
fpn-wood-wood.xml,James H. Wood,m,"The War; ""Stonewall"" Jackson, His Campaigns, and Battles, the Regiment as I Saw Them",1910,http://docsouth.unc.edu/fpn/wood/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-wood-wood.txt
fpn-burtont-burton.xml,Thomas William Burton,m,What Experience Has Taught Me: An Autobiography of Thomas William Burton,1910,http://docsouth.unc.edu/fpn/burtont/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-burtont-burton.txt
fpn-wyeth-wyeth.xml,John A. Wyeth,m,With Sabre and Scalpel; the Autobiography of a Soldier and Surgeon,1914,http://docsouth.unc.edu/fpn/wyeth/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-wyeth-wyeth.txt
fpn-velazquez-velazquez.xml,Loreta Janeta Velazquez,f,"The Woman in Battle: A Narrative of the Exploits, Adventures, and Travels of Madame Loreta Janeta Velazquez, Otherwise Known as Lieutenant Harry T. Buford, Confederate States Army. In Which Is Given Full Descriptions of the Numerous Battles in which She Participated as a Confederate Officer; of Her Perilous Performances as a Spy, as a Bearer of Despatches, as a Secret-Service Agent, and as a Blockade-Runner; of Her Adventures Behind the Scenes at Washington, including the Bond Swindle; of her Career as a Bounty and Substitute Broker in New York; of Her Travels in Europe and South America; Her Mining Adventures on the Pacific Slope; Her Residence among the Mormons; Her Love Affairs, Courtships, Marriages, &amp;c., &amp;c.",1876,http://docsouth.unc.edu/fpn/velazquez/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-velazquez-velazquez.txt
fpn-pringle-pringle.xml,Elizabeth Waties Allston Pringle,f,A Woman Rice Planter,1914,http://docsouth.unc.edu/fpn/pringle/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-pringle-pringle.txt
fpn-collis-collis.xml,Septima M. Collis,f,"A Woman's War Record, 1861-1865",1889,http://docsouth.unc.edu/fpn/collis/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-collis-collis.txt
fpn-burge-lunt.xml,Dolly Lunt Burge,f,"A Woman's Wartime Journal: an Account of the Passage over Georgia's Plantation of Sherman's Army on the March to the Sea, as Recorded in the Diary of Dolly Sumner Lunt (Mrs. Thomas Burge)",1918,http://docsouth.unc.edu/fpn/burge/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-burge-lunt.txt
